Id,University,StartDate,EndDate,GPA,OutOf,Course,Courselevel,Classification,Specialization,projects,no
2350,Ahmadu Bello University Zaria,Feb-2002,Jan-2007,,,Public Administration,BA,2.2,HR,,398
2365,Ekiti State University,Jun-2007,Apr-2012,,,history and international studies,BA,Second Class(hons) Upper Division,NGO,,1728
2404,Houdegbe north american university benin Republic,Nov-2009,Oct-2012,,,international relations,BA,2.58,NGO,,5999
2437,Guru Nanak Khalsa College,Jun-1992,Oct-1997,,,Bachelor of Commerce,BA,Accountancy and Auditing,Finance,,5132
2477,Sikkim Manipal University,Jan-2012,Nov-2016,,,Business Administration,BA,Administration,Finance,,667
2498,"african college of christian education and seminary, portharcourt, rivers state.",Apr-2000,Sep-2003,,,educational administration,BA,2.2,Finance,,4074
2505,University of Port Harcourt,Jan-2008,Jan-2008,,,Linguistics and Communication,BA,Communication,IT-Hardware,,2044
2530,university of east london,Dec-2010,Dec-2013,,,business management,BA,second class upper,Consulting,,1502
2567,"african college of christian education and seminary, portharcourt, rivers state.",Apr-2000,Jul-2007,,,educational administration,BA,2.2,Education,,4074
2579,UNIMAID,Mar-2008,Jun-2012,,,ISLAMIC STUDIES,BA,SECOND CLASS LOWER DEGREE,Advertising,,3343
2587,"Imo State University, Owerri",Oct-2008,Nov-2012,,,History and International Relations,BA,2nd Class Lower,NGO,,5586
2593,"University Of Lagos, Akoka, Nigeria",Nov-2007,Oct-2011,,,History And  Strategic Studies,BA,Bachelor,Banking,,5717
2629,University Of Abuja,Sep-2008,Feb-2012,,,B. A. English Language,BA,Arts,Finance,,848
2658,"Olabisi Onabanjo University, Ago - Iwoye, Ogun state",Jul-2003,Apr-2008,,,History & Diplomatic Studies,BA,International Relations,Consulting,,1817
2675,Federal University Of Ilorin,Feb-2004,Sep-2008,,,History,BA,3rd Class,Marketing,,5797
2699,"University of Lagos, akoka yaba",Jan-2005,Jan-2009,,,Philosophy,BA,2nd class,IT-Hardware,,5520
2710,university of port harcourt,Sep-2007,Nov-2011,,,Theatre arts,BA,second class lower division,Media,,4223
2736,"Bahauddin Zakariya University, Multan, Pakistan","December, 1993","January, 1994",,,Economics,BA,,,N/A,995
14,"FEDERAL UNIVERSITY OF TECHNOLOGY OWERRI, NIGERIA",Jan-2002,Feb-2008,,,CHEMICAL ENGINEERING,Bsc,Second Lower,Engineering,,1744
25,Debub,Sep-2001,Jul-2005,3.15,4,Bsc public health officer,Bsc,First Class,Medical,,6030
32,IPS GHANA,Aug-2009,May-2013,NOT Y,NOT Y,BACHELOR OF BUSINESS ADMINISTRATION,Bsc,First Class,Management,,4354
35,University of Dschang,Oct-1999,Sep-2005,,,Management,Bsc,Pass,Management,,1260
46,"Imo State University, Nigeria",Sep-1998,Jun-2002,,,mass communication,Bsc,Second Upper,NGO,,2446
47,Mekelle University,Sep-2006,Jul-2008,3.17,3.17,"Animal,rangeland and wildlifescience",Bsc,Second Lower,NGO,,239
48,Mekelle University,Sep-2006,Jul-2008,3.17,3.17,"Animal,rangeland and wildlifescience",Bsc,Second Lower,NGO,,239
49,KWAME NKRUMA UNVERITY OF SCIENCE AND TECHNOLOGY,Sep-2005,Jun-2009,60,100,MATERIALS ENGINEERING,Bsc,Second Upper,Engineering,,2148
53,tanzania institute of accountancy,Oct-2007,Jan-2010,3.5,5,Advanced Diploma in Accountancy,Bsc,Second Upper,Finance,,2167
54,,Jan-1935,Jan-1935,,,,Bsc,Second Upper,Finance,,2167
110,"Limkokwing, Botswana",Jul-2007,Aug-2010,3.05,,Business Information Systems,Bsc,Second Upper,IT-Software,,1838
184,"RSUST, Port Harcourt",Sep-2003,Jul-2007,3.59,5,Computer Science,Bsc,Second Upper,IT-Hardware,,1195
183,"RSUST, Port Harcourt",Sep-2003,Jul-2007,3.59,5,Computer Science,Bsc,Second Upper,IT-Hardware,,1195
117,copperbelt university,Apr-2007,Jan-1935,B,A,Mining Engineering,Bsc,First Class,Engineering,,3375
118,Busitema University,Oct-2007,Oct-2011,3.68,5,Computer Engineering,Bsc,Second Upper,IT-Hardware,,3997
131,"JKUAT, Kenya",Sep-2005,Jul-2007,4,,Business and Office Management,Bsc,First Class,Secreatry,,4516
122,"Rivers State University of Science and Technology,Port harcourt.",Sep-2004,Jul-2008,2.89,4.5,Management,Bsc,Second Lower,Banking,,2822
130,University of Port Harcourt,Sep-2007,Jul-2010,2.5,5,Geologist,Bsc,First Class,Engineering,,3970
133,"Monash, South Africa",Jul-2008,Jun-2011,,,Bachelor of business science,Bsc,Third Class,Finance,,512
136,"Federal University of Technology Owerri, Imo State",Mar-2004,Dec-2009,3.01,5,Chemical Engineering,Bsc,Second Lower,Engineering,,439
142,"imo state university,owerri nigeria",Sep-2006,Jan-2010,3.64,5,industrial physics,Bsc,Second Upper,Oil & Gas,,4380
154,"ï‚§	Ajayi Crowther University, Ogbomosho Expressway Oyo Town, Oyo State",Jan-2005,Jun-2009,,,Economics,Bsc,Second Lower,Banking,,6086
155,UNIVERSITY OF PORTHARCOURT,Oct-2005,Nov-2009,3.56,5,HUMAN ANATOMY,Bsc,Second Upper,Medical,,5978
156,UNIVERSITY OF BENIN,Jan-2005,Feb-2010,3.6,5,ELECTRICAL/ELECTRONIC ENGINEERING,Bsc,Second Upper,Engineering,,4395
157,"Unity University,Addis Ababa",Sep-2000,Aug-2005,2.53,2.6,Computer Science,Bsc,First Class,IT-Software,,435
161,"Imo State University,Owerri",Apr-2003,Sep-2006,3.1,5,Banking/Finance,Bsc,Second Lower,Banking,,4227
162,"uniben,nigeria",Oct-2004,Nov-2008,3.68,5,microbiology,Bsc,Second Upper,Production,,3233
168,"Babcock University, Nigeria",Aug-2001,May-2005,4.07,3.71,Public Administration,Bsc,Second Upper,HR,,171
171,presbyteria university of eastt africa,Jan-2011,Jan-2013,,,computer science,Bsc,First Class,IT-Software,,3927
172,presbyteria university of eastt africa,Jan-2011,Jan-2013,,,computer science,Bsc,First Class,IT-Software,,3927
173,presbyteria university of eastt africa,Jan-2011,Jan-2013,,,computer science,Bsc,First Class,IT-Software,,3927
201,"OLABISI ONABANJO UNIVERSITY, NIGERIA",Jan-2004,May-2008,3.42,5,ACCOUNTING,Bsc,Second Lower,Finance,,1142
203,Covenant UniversitY,Sep-2007,Jul-2011,,,Computer Science,Bsc,Second Lower,IT-Software,,933
204,Covenant UniversitY,Sep-2007,Jul-2011,,,Computer Science,Bsc,Second Lower,IT-Software,,933
205,LASU,Jan-2006,Nov-2011,3.5,5,Electronics and Computer Enginneering,Bsc,Second Upper,IT-Software,,2313
206,MUMBAI UNIVERSITY,Jun-1998,Apr-1998,45,100,FINANCE AND ACCOUNTING,Bsc,Second Upper,Finance,,838
208,"University of Benin, Nigeria",Feb-2004,Nov-2008,3,5,Geography & Regional Planning,Bsc,Second Lower,Logistics,,5839
215,Federal university of tech akure,Oct-2001,Aug-2003,2.65,5,Post graduate diploma in civil engineering,Bsc,Second Lower,Engineering,,3532
214,Federal university of tech akure,Oct-2001,Aug-2003,2.65,5,Post graduate diploma in civil engineering,Bsc,Second Lower,Engineering,,3532
213,"Tai Solarin University of Education, Nigeria",Oct-2006,Sep-2010,,,Political science,Bsc,Second Lower,Management,,4069
218,UNIVERSITY OF THE FREE STATE SOUTH AFRICA,Feb-2009,Nov-2009,CUM L,,,Bsc,First Class,HR,,2557
222,"Covenant University, Ota, Nigeria",Sep-2008,Jun-2012,3.96,5,Microbiology,Bsc,Second Upper,Medical,,5337
226,"abia state university, uturu",May-2000,Sep-2005,,,biochemistry,Bsc,Second Lower,Medical,,2016
227,Bahir Dar university,Sep-2006,Jun-2009,2.38,4,Chemical Engineering,Bsc,First Class,Engineering,,709
228,"Ladoke University of Technology, Ogbomoso.",Sep-2003,Sep-2008,2.41,5,Agricultural Engineering,Bsc,Second Lower,Food,,4993
229,"Kogi State University, Anyigba",Feb-2005,Nov-2008,secon,,Political Science,Bsc,Second Lower,Telecoms,,5743
269,University of Zimbabwe,Aug-2006,Aug-2010,2.2,,Mechanical Engineering,Bsc,Second Lower,Engineering,,4056
267,University of Ibadan,Jul-1999,Mar-2004,3.9,7,Statistics,Bsc,Second Lower,HR,,4438
259,Ebonyi State University Abakaliki,Oct-2001,Nov-2005,4.21,5,Business Management,Bsc,Second Upper,Marketing,,200
258,"university of ado ekiti,nigeria",Jan-2000,Dec-2004,3.36,,banking and finance,Bsc,Second Lower,Finance,,4129
254,Nnamdi Azikikwe University Nigeria,Sep-1935,Jul-2007,,,marketing,Bsc,Second Lower,Media,,5806
255,lagos state university ojo,Jun-1996,Dec-2000,2.5,5,economics,Bsc,Second Lower,Banking,,5907
251,university of ilorin,Dec-2006,Jun-2010,3.35,3.5,Sociology/Anthropology,Bsc,Second Lower,Banking,,2902
249,"UNIVERSITY OF ADO -EKITI ,EKITI STATE,NIGERIA.",Sep-2005,Oct-2010,3.36,5,GEOLOGY,Bsc,Second Lower,Oil & Gas,,1050
283,University Of Ado Ekiti<nigeria,Jan-2000,Aug-2004,3.39,,Banking & Finance,Bsc,Second Lower,Finance,,5825
286,Adekunle Ajasin University,Jan-2005,Apr-2010,3,5,Political Science,Bsc,Second Lower,HR,,5977
288,"Ahmadu Bello University, Zaria.",Jan-2004,Dec-2008,3.22,5,Accounting,Bsc,Second Lower,Finance,,2600
293,"Benue State University, Makurdi, Nigeria",Jan-2000,Jan-2005,3.05,5,Business Management,Bsc,Second Lower,HR,,5933
294,"OLABISI ONABANJP UNIVERSITY, NIGERIA",Apr-2006,May-2009,3.58,4,ECONOMICS,Bsc,Second Upper,Finance,,1042
309,"Igbinedion University Okada,Edo State Nigeria",Jan-2006,Dec-2009,,,,Bsc,Second Lower,Finance,,5540
312,University of Cape Coast,Aug-2003,May-2007,3,4,B.Ed Social Sciences,Bsc,Second Upper,Finance,,1090
314,"University of Cape Coast, Cape Coast",Aug-2009,Sep-2013,3.6,4,Bsc. TOURISM MANAGEMENT,Bsc,First Class,Travel,,3129
315,"University of Cape Coast, Cape Coast",Aug-2009,Sep-2013,3.6,4,Bsc. TOURISM MANAGEMENT,Bsc,First Class,Travel,,3129
316,Jomo Kenyatta University of Agriculture and Technology,May-2007,Dec-2011,3.6,4,Electrical and Electronic Engineering,Bsc,Second Upper,Engineering,,6210
321,University College of Entrepreneurship,Sep-2009,Aug-2010,B,,Entrepreneurship,Bsc,Second Upper,Management,,5809
322,Abomey-Calavi,Jan-2010,Jan-2013,Bache,,Diplomacy and international relations,Bsc,Third Class,NGO,,2655
320,University College of Management Studies,Jan-2003,Dec-2004,Pass,,Marketing,Bsc,Second Upper,Marketing,,5809
323,university college  of  mangement  studies,Aug-2008,Jun-2011,compl,,procurement  and supply  chain,Bsc,Second Lower,Logistics,,4906
324,"University of Mines and Technology, Tarkwa",Aug-2006,Jul-2010,,,Bsc. Mathematics,Bsc,Second Upper,Banking,,3265
326,University Of Lagos- UNILAG,Apr-2009,Dec-2011,2.1,,Accounting,Bsc,Second Upper,Finance,,6146
329,"JKUAT, Kenya",Sep-2005,Jul-2007,3.8,4,business and office management,Bsc,First Class,Secreatry,,1255
332,Makerere University,Aug-2005,Jan-2009,3.24,3.43,Bachelors Degree in Information Technology,Bsc,Second Upper,IT-Hardware,,6031
335,Kumasi Polytechnic,Sep-2010,Nov-2011,,,Bsc Accounting with Computing,Bsc,Second Upper,Finance,,1834
337,"Nnamdi Azikiwe University,Akwa,Anambra State",Apr-2001,Aug-2005,3.15,4.5,Marketing,Bsc,Second Lower,Banking,,5471
338,university of abuja,Sep-2003,Dec-2007,2.57,5,accounting,Bsc,Second Lower,Finance,,2107
341,"Valley View University, Ghana",Jan-2006,May-2010,,,BBA-HRM,Bsc,Second Upper,HR,,1319
342,"University of Cape Coast, Ghana",Oct-2000,Jun-2004,3.71,4,Bachelor of Management Studies,Bsc,First Class,Management,,4806
343,"Imo State University Owerri,Nigeria",Sep-2002,Nov-2007,2.22,5,Microbiology,Bsc,Third Class,Food,,807
347,Western New Mexico university,Aug-2001,Dec-2005,3.5,4,Applied Mathematics,Bsc,First Class,Consulting,,3026
346,University of Cape Coast,Aug-2003,May-2007,3.2,3.2,Bachelor Of Commerce,Bsc,Second Upper,Finance,,2504
355,"Rochville University, US",Apr-2003,Dec-2006,,,maths & statistics,Bsc,Second Upper,Telecoms,,961
356,Regent University College of Science & Technology,Jan-2007,Mar-2009,,,Management with Computing,Bsc,Second Upper,HR,,5561
359,"Caritas University Emene Enugu,Enugu State",Oct-2006,Jul-2010,secon,first,Mass Communication,Bsc,Second Lower,Media,,5984
360,"Caritas University Emene Enugu,Enugu State",Oct-2006,Jul-2010,secon,first,Mass Communication,Bsc,Second Lower,Media,,5984
374,Kwame Nkrumah University of Science and Technology,Sep-2000,Jun-2004,66.86,100,Civil Engineering,Bsc,Second Upper,Site Engineering,,5494
373,"Imo State University Owerri, Nigeria",Apr-2003,Sep-2006,3.17,5,Banking/Finance,Bsc,Second Lower,Banking,,5102
372,University of Benin,Jan-2006,Feb-2010,,,Political science and public Administration,Bsc,Second Upper,Education,,6143
378,UNIVERSITY OF CAPE COAST,Sep-2005,May-2009,,,chemistry,Bsc,Pass,Production,,1756
379,"University of Ghana, Legon",Aug-1998,Jun-2001,,,Psychology,Bsc,Second Upper,Consulting,,4503
384,"United States International University, Kenya",Sep-2007,Dec-2011,2.8,4,Hotel and Restaurant Management,Bsc,Second Lower,Hospitality,,4498
388,AMBROSE ALLI UNIVERSITY,Feb-1990,Aug-2004,3,5,ECONOMICS,Bsc,Second Lower,Finance,,
390,Delta State University,Jan-2003,Dec-2006,3.9,5,Accounting,Bsc,Second Class Upper,Finance,,3880
399,MOUAU,Mar-2003,Nov-2008,400,500,food science and technology,Bsc,Second Upper,Food,,1845
400,"Lagos State University, Epe campus, Epe, Lagos",Jan-1998,Sep-2003,4.56,5,Chemical and Polymer Engineering,Bsc,Second Upper,Oil & Gas,,5197
409,university  of ado ekiti,Mar-1998,Sep-2004,4.56,5.56,accounting,Bsc,Second class upper,Finance,,659
410,"Benue State University, Makurdi",Jan-2001,Nov-2007,3.8,5,Accounting,Bsc,Second class upper,Finance,,319
414,university of nigeria,Feb-2004,Dec-2008,3.89,3.89,economics,Bsc,Second class upper,Finance,,1205
416,Obafemi Awolowo University,Nov-2005,Dec-2009,4.17,5,Economics,Bsc,Second class upper,Finance,,1190
417,unilag,Sep-2002,Sep-2008,2.69,5,accounting,Bsc,Second class lower,Secreatry,,6121
418,Ahmadu Bello University Zaria Kaduna State,Jan-2000,Oct-2005,2.78,5,Economics,Bsc,Second class lower,Logistics,,4206
423,Nnamdi Azikiwe University  Awka,Jan-1998,Jan-2002,3.29,4.5,Geological Sciences,Bsc,Second class lower,Engineering,,3651
424,"Nnamdi Azikiwe University, Awka, Anambra State",May-2004,Jul-2007,2.09,5,Computer Science,Bsc,Third class,Marketing,,654
425,"Nnamdi Azikiwe University, Awka, Anambra State",May-2004,Jul-2007,2.09,5,Computer Science,Bsc,Third class,Marketing,,654
426,university of calabar,Jun-2005,Oct-2007,2,4,accounting,Bsc,Second class lower,Finance,,5511
429,university of nigeria,Nov-2006,Nov-2010,4.16,5,accountancy,Bsc,Second class upper,Finance,,399
432,Nnamdi Azikiwe University Awka,Mar-2009,Jul-2010,4.5,2010,sociology / Anthropology,Bsc,Second class lower,Advertising,,3125
433,BACHELOR DEGREE,Sep-2006,Dec-2011,2.48,4,COMPUTER SCIENCE,Bsc,Second class lower,IT-Hardware,,3300
437,"lead city university,ibadan",Apr-2005,Oct-2009,3.47,5,economics,Bsc,Second class upper,Banking,,2249
438,University of Nigeria Nsukka,Dec-2005,Nov-2010,4.61,5,Agricultural Extension,Bsc,First class,Food,,1723
439,"UNIVERSITY OF ADO EKITI,EKITI STATE",May-2006,Aug-2010,3.41,5,SOCIOLOGY,Bsc,Second class lower,Travel,,1264
441,Addis Ababa Institute of Technology,Oct-2009,Apr-2012,2.9,4,Mechanical Engineering,Bsc,First class,Engineering,,3203
445,Olabisi Onabanjo University,Apr-2006,Sep-2011,3.55,5,Computer science,Bsc,Second class upper,IT-Project,,3751
447,"Ahmadu Bello University, Zaria",-2005,-2008,4.21,5,Accounting,Bsc,Second class upper,Finance,,459
450,"IMO STATE UNIVERSITY, OWERRI",Dec-2005,Sep-2009,3.43,5,INDUSTRIAL CHEMISTRY,Bsc,Second class lower,Oil &amp; Gas,,1226
454,Ambrose Alli University Ekpoma,May-2003,Oct-2005,3.35,5,Accounting,Bsc,Second class lower,Finance,,1628
457,"University of Lagos, Akoka.",Feb-2000,Oct-2003,3,5,Sociology,Bsc,Second class lower,HR,,956
458,"Rsust, Port Harcourt",Jan-2003,Aug-2007,3.59,5,Computer Science,Bsc,Second class upper,IT-Software,,3833
460,Olabisi Onabanjo University,Sep-2001,Jan-2005,3.58,5,Accounting,Bsc,Second class upper,Finance,,2646
463,"Obafemi Awolowo University,Ile-Ife",Nov-2005,Nov-2009,2.56,5,Microbiology,Bsc,Second class lower,Production,,1446
464,cross river university of science and technology,Jan-2006,Nov-2009,3.56,5,computer science/Engineering,Bsc,Second class upper,IT-Hardware,"Chevron Escravos Dehydration Upgrade Project ( Project Engineer)
Chevron Olero Creek Control system ",4945
470,"university of uyo, akwa ibom. Nigeria",Sep-2002,Sep-2006,3.1,5,Bsc in Biochemistry,Bsc,Second class lower,Banking,,2668
471,Abia State University Uturu Okigwe,Sep-1998,Nov-2002,3.2,5,Government/Public Administration,Bsc,Second class lower,Media,,4530
472,"University of Agriculture, Abeokuta. Ogun State.",Oct-2004,Nov-2010,3.65,5,Soil Science (Agricultural Science),Bsc,Second class upper,HR,,6032
474,"Enugu State University of Science and Technology, Enugu.",Jan-2003,Nov-2009,3.03,3.5,Political science,Bsc,Second class lower,NGO,,1105
475,"Univeristy of Cape Coast, Ghana",Oct-1998,Jun-2002,2.8,4,Bachelor of Management Studies,Bsc,Second class lower,Management,,2153
477,University of Benin,Nov-2005,Nov-2009,3.4,5,Computer Science Education,Bsc,Second class lower,IT-Hardware,,5008
478,"University of Calabar, Calabar",Jul-1998,Aug-2001,3.37,5,Accounting,Bsc,Second class lower,Finance,,1202
479,"University of Ilorin, Nigeria",Sep-1993,Aug-2000,2.2,5,Business Administration,Bsc,Third class,Marketing,,2595
484,"University Of Agriculture,Abeokuta.",Feb-2003,Nov-2009,3.86,5,Computer Science,Bsc,Second class upper,IT-Software,,4010
489,"Olabisi Onabanjo University, Ogun sate",Jan-2005,Mar-2009,2.5,5,pure chemistry,Bsc,Second class lower,Production,,5888
490,Georgia State University,Jan-2000,May-2003,2.67,4,Human Resources & Developmetn,Bsc,Second class lower,HR,,2091
492,OLABISI ONABANJO UNIVERSITY,Sep-2001,May-2008,3,4,ACCOUNTING,Bsc,Second class upper,Finance,,5679
497,Abia State University Uturu,Oct-1998,Sep-2002,3.1,5,Government/Public Administration,Bsc,Second class lower,Media,,5388
515,Kyambogo University,Aug-2007,Jul-2010,3.64,5,Bsc Accounting and Finance,Bsc,Second class upper,Finance,,4816
518,University of Port Harcourt ,Feb-2006,Dec-2010,2.77,5,Physics/Material Science,Bsc,Second class lower,Engineering,,2319
521,"IMO STATE UNIVERSITY, OWERRI.",Feb-2003,Nov-2007,2.85,5,ACCOUNTING,Bsc,Second class lower,Finance,,404
527,rivers state university of science and technology,May-2003,Jun-2008,3,5,computer science,Bsc,Third class,IT-Hardware,,5050
528,Institut Technique de Commerce,Oct-2006,Oct-2010,80,100,Marketing Communication,Bsc,First class,Marketing,,5191
533,Obafemi Awolowo University. Ile-Ife,Oct-2005,Jan-2011,2.9,5,Mechanical Engineering,Bsc,Second class lower,Engineering,,3232
536,ONDO STATE UNIVERSITY,Jul-1993,Jul-1996,2.2,5,ECONOMICS,Bsc,Second class lower,Finance,,5397
538,university of cape coast,Jul-2005,Aug-2007,2.91,3.95,Bachelor of management studies,Bsc,Second class lower,HR,,6132
542,ONDO STATE UNIVERSITY ADO-EKITI,Jul-1993,Sep-1996,2.2,5,"B.SC (ed), ECONOMICS, DIPLOMA[MATHS.]",Bsc,Second class lower,Education,,650
544,Addis Ababa University,Oct-1996,Jul-2000,3.1,57,Industrial (Applied) chemistry,Bsc,First class,Production,,3283
548,INTI International University,May-2009,Dec-2011,3.33,4,Bsc (Hons) In International Business,Bsc,Second class upper,Consulting,,5580
552,AMBROSE ALLI UNIVERSITY,Feb-2005,Oct-2008,3.5,4.5,BUSINESS ADMINISTRATION,Bsc,Second class lower,Travel,,1762
553,"RIVERS STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY, RIVERS",Feb-2006,Sep-2010,3.78,5,ACCOUNTING,Bsc,Second class upper,Finance,,294
555,"Obafemi Awolowo University, Ile-Ife",Dec-1988,Nov-1992,3.35,5,Mathematics,Bsc,Second class lower,HR,,2778
558,University of Lagos,Jul-1996,Sep-1998,3.5,5,Pgd Economics,Bsc,Second class upper,HR,,2778
562,LAGOS STATE UNIVERSITY,Feb-2004,Feb-2009,2.48,5,BANKING/FINANCE,Bsc,Second class lower,Finance,,4428
563,"Benue State University, Makurdi",Jan-2003,Nov-2007,3.8,5,Accounting,Bsc,Second class upper,Finance,,4210
577,"Adekunle Ajasin University Akungba Akoko, Ondo State",Oct-2003,Dec-2007,3.75,5,Computer Science,Bsc,Second class upper,IT-Software,,1764
578,University of Abuja,-2004,-2009,2.53,5,Economics,Bsc,Second class lower,Finance,,3266
579,University of Abuja,-2004,-2009,2.53,5,Economics,Bsc,Second class lower,Finance,,3266
584,University of Benin,Sep-2005,February 2011,3.49,5,Agricultural Sciences(Crop Science),Bsc,Second class lower,HR,Investigation into oil palm DNA towards developing RAPD marker,1703
586,adama university ,Oct-2006,Jun-2009,2.5,4,computer,Bsc,First class,IT-Hardware,,4316
587,Arbaminch University,Dec-2006,Jul-2009,3.04,4,Computer Science and IT,Bsc,First class,IT-Hardware,,3457
598,"Nnamdi Azikiwe University, Awka, Anambra State  B.Sc. Estate Management ",Sep-2005,Jun-2009,2.65,5,Estate Management,Bsc,Third class,Real Estate,,1249
599,University of the Assumption,Jun-2003,Mar-2007,82,100,Bachelor of Science in Nursing,Bsc,First class,Medical,,5174
600,Olabisi Onabanjo University,Apr-2004,Apr-2009,2.72,4.5,Cooperative and Business Management,Bsc,Second class lower,Banking,,4033
604,Mekelle University,Oct-2003,Jul-2006,3.6,4,Computer Science,Bsc,First class,IT-Hardware,,2823
611,"olabisi onabanjo university,ogun state",Aug-2004,Mar-2008,2.53,5,sociology,Bsc,Second class lower,Banking,,4797
616,"Obafemi Awolowo University, Ile Ife",Nov-2006,Dec-2010,3.38,5,Accounting,Bsc,Second class lower,Finance,,2057
617,federal university of technology owerri,Feb-2002,Oct-2006,4.8,5,biochemistry,Bsc,Second class lower,Medical,,492
618,federal university of technology owerri,Feb-2002,Oct-2006,4.6,5,biochemistry,Bsc,Second class lower,Medical,,492
619,"MICHAEL OKPARA UNIVERSITY OF AGRICULTURE UMUDIKE, ABIA STATE NIGERIA",Jan-1999,Dec-2004,2.9,5,HUMAN NUTRITION AND DIETETICS,Bsc,Second class lower,Hospitality,,2551
621,Kwame Nkrumah University of Science and Technology,Aug-2002,Jun-2006,1stCl,1st,Planning (Devt Policy),Bsc,First class,Finance,,3454
624,delta state university abraka,-,-,3.57,5,business administration,Bsc,Second class upper,Marketing,,3628
629,"University of Nigeria, Nsukka",Oct-2004,Apr-2009,2.8,5,urban and regional planning,Bsc,Second class lower,Architecture,,6037
632,University of Ilorin,Aug-2003,Jun-2006,2.1,3,Computer Science,Bsc,Second class upper,IT-Software,,5795
927,"niger delta university,yeanouga",Feb-2003,Jun-2007,21,100,political science,Bsc,Third class,Management,,2396
640,"Ambrose Alli University, Ekpoma, Edo State",Feb-1999,Jul-2004,3,5,Economics,Bsc,Second class lower,Banking,,4802
648,"Lagos State University, Ojo",Nov-2006,Nov-2010,3.14,5,Industrial Relations and Personnel Management,Bsc,Second class lower,HR,,3726
647,MADONNA UNIVERSITY ,Mar-2005,Nov-2008,3.39,5,COMPUTER SCIENCE,Bsc,Second class lower,IT-Software,,4898
652,University of Calabar,-,-,2.82,4,Policy and Administrative Studies,Bsc,Second class lower,HR,,4089
655,MICHAEL OKPARA UNIVERSITY OF AGRICULTURE UMUDIKE ABIA STATE,Jan-1999,Dec-2004,2.9,5,HUMAN NUTRITION AND DIETETICS,Bsc,Second class lower,Hospitality,,2551
658,University of lagos,Nov-2006,Sep-2010,3.74,5,Industrial relations and personnel mgt,Bsc,Second class upper,HR,,2613
662,"Ahmadu Bello University, Zaria",Feb-2003,Feb-2008,2.98,5,Accounting,Bsc,Second class lower,Finance,,6071
665,anambra statae university uli,Jul-2003,Feb-2007,4.31,5,biochemistry,Bsc,Second class upper,Medical,,1863
674,"Abia state university, uturu",May-2000,Sep-2005,3.1,5,biochemistry,Bsc,Second class lower,Medical,,921
679,Abia State University Utru Okigwe,Apr-2002,Sep-2005,290,3.5,Accountancy Education,Bsc,Second class lower,Banking,,986
680,Ahmadu Bello University Zaria,Jan-2006,-,2.67,5,Accounting,Bsc,Second class lower,Finance,,2355
681,"Federal University of Agriculture, Abeokuta. (FUNAAB)",Mar-2008,Jul-2012,4.07,5,Animal Production and Health,Bsc,Second class upper,Media,,3769
682,"Federal University of Agriculture, Abeokuta. (FUNAAB)",Mar-2008,Jul-2012,4.07,5,Animal Production and Health,Bsc,Second class upper,Media,,3769
684,"Ambrose Alli University,Ekpoma Edo State",Feb-1999,Jul-2004,3,5,Economics,Bsc,Second class lower,Finance,,4802
685,"Olabisi Onabanjo University,Ago-Iwoye,Ogun State",Mar-2005,Aug-2010,2.41,5,Electrical/Electronics Engineering,Bsc,Second class lower,Engineering,,1969
686,"Olabisi Onabanjo University,Ago-Iwoye,Ogun State",Mar-2005,Aug-2010,2.41,5,Electrical/Electronics Engineering,Bsc,Second class lower,Engineering,,1969
690,University of Ibadan,Aug-1999,Mar-2004,3.7,7,Statistics,Bsc,Second class lower,Consulting,,1079
694,"Tai Solarin University of Education, Ijebu ode, Ogun State",Oct-2007,Oct-2011,3.8,5,Petroleum and Petrochemical Science,Bsc,Second class upper,Oil &amp; Gas,,5835
695,lead city university,Oct-2006,Oct-2009,3.81,5,computer and information science,Bsc,Second class upper,IT-Hardware,,990
697,"Olabisi Onabanjo University,Ago-Iwoye,Ogun state",Jan-2004,Feb-2007,3.49,5,Business Administration,Bsc,Second class lower,Banking,,504
699,FUTMINNA,Jan-1946,Oct-1985,3.5,4,Computer Science,Bsc,First class,IT-Software,,531
704,"Adekunle Ajasin University, Akungba - Akoko, Ondo State",Oct-2005,Jan-2009,3.76,5,MICROBIOLOGY,Bsc,Second class upper,Production,,2754
709,"University of Abuja, Gwagwalada",Nov-2006,Mar-2011,3.2,5,Business Administration,Bsc,Second class lower,Finance,,5451
710,"University Of Ilorin, Ilorin Kwara State",Mar-2000,Dec-2003,3.89,5,Sociology,Bsc,Second Class Upper,HR,,3376
712,Makerere University Uganda,Aug-2004,Jan-2008,108,200,Bachelor's Degree Industrial and organisational Psychology,Bsc,Second class lower,NGO,,4682
713,The Enugu State University of Technology ,Feb-2007,Dec-2010,3.51,5,Business Administration,Bsc,Second class upper,HR,,3701
714,University of Nigeria Nsukka,May-2000,Jul-2005,3,5,Estate Management,Bsc,Second class lower,Marketing,,3244
715,Ahmadu Bello University,Sep-1999,Aug-2004,3.5,5,Accounting,Bsc,Second class upper,Finance,,4562
719,"Lagos State University, Ojo lagos",Apr-2002,May-2006,3.89,5,Business Administration,Bsc,First class,Merchandising,,256
720,university of portharcourt,Oct-2004,Aug-2010,5,2.9,accounting,Bsc,Second class lower,Finance,,6196
721,university of portharcourt,Oct-2004,Aug-2010,2.9,5,accounting,Bsc,Second class lower,Finance,,6196
